_cl,Road_Density_mean,banjir,waktu_tes_pendidikan_banjir_100pct,waktu_tes_kesehatan_banjir_100pct,waktu_tes_pemerintahan_banjir_100pct,waktu_tes_ibadah_banjir_100pct,waktu_tes_gor_banjir_100pct,jumlah_opsi_rute_banjir_100pct,is_isolated_pendidikan_banjir_100pct,is_isolated_kesehatan_banjir_100pct,is_isolated_pemerintahan_banjir_100pct,is_isolated_ibadah_banjir_100pct,is_isolated_gor_banjir_100pct,Jumlah_Grid
0,0.895,0.687,15.722,249.04,74.069,12.942,109.746,4.343,0.007,0.516,0.014,0.004,0.117,7893
1,0.839,1.638,389.783,402.263,401.591,358.973,402.263,0.148,0.968,1.0,0.998,0.886,1.0,6577
2,0.623,0.271,10.445,61.11,28.655,8.74,71.7,4.978,0.001,0.012,0.001,0.0,0.008,8203
