_cl,Road_Density_mean,banjir,waktu_tes_pendidikan_banjir_25pct,waktu_tes_kesehatan_banjir_25pct,waktu_tes_pemerintahan_banjir_25pct,waktu_tes_ibadah_banjir_25pct,waktu_tes_gor_banjir_25pct,jumlah_opsi_rute_banjir_25pct,is_isolated_pendidikan_banjir_25pct,is_isolated_kesehatan_banjir_25pct,is_isolated_pemerintahan_banjir_25pct,is_isolated_ibadah_banjir_25pct,is_isolated_gor_banjir_25pct,Jumlah_Grid
0,0.969,1.12,9.145,37.711,16.745,7.348,20.266,4.999,0.0,0.0,0.0,0.0,0.0,7840
1,0.641,0.672,20.13,53.165,39.764,16.479,58.425,4.924,0.012,0.018,0.018,0.012,0.018,9556
2,0.752,0.609,7.549,19.687,13.032,6.566,45.922,4.987,0.003,0.003,0.003,0.003,0.003,5277
