_cl,Road_Density_mean,banjir,waktu_tes_pendidikan_banjir_0pct,waktu_tes_kesehatan_banjir_0pct,waktu_tes_pemerintahan_banjir_0pct,waktu_tes_ibadah_banjir_0pct,waktu_tes_gor_banjir_0pct,jumlah_opsi_rute_banjir_0pct,is_isolated_pendidikan_banjir_0pct,is_isolated_kesehatan_banjir_0pct,is_isolated_pemerintahan_banjir_0pct,is_isolated_ibadah_banjir_0pct,is_isolated_gor_banjir_0pct,Jumlah_Grid
0,0.781,0.812,11.46,34.638,21.542,9.677,38.963,4.969,0.005,0.007,0.007,0.005,0.007,22667
1,0.28,1.0,402.263,402.263,402.263,402.263,402.263,0.0,1.0,1.0,1.0,1.0,1.0,5
2,0.401,3.0,402.263,402.263,402.263,402.263,402.263,0.0,1.0,1.0,1.0,1.0,1.0,1
