_cl,Road_Density_mean,banjir_bandang,waktu_tes_pendidikan_banjir_bandang_25pct,waktu_tes_kesehatan_banjir_bandang_25pct,waktu_tes_pemerintahan_banjir_bandang_25pct,waktu_tes_ibadah_banjir_bandang_25pct,waktu_tes_gor_banjir_bandang_25pct,jumlah_opsi_rute_banjir_bandang_25pct,is_isolated_pendidikan_banjir_bandang_25pct,is_isolated_kesehatan_banjir_bandang_25pct,is_isolated_pemerintahan_banjir_bandang_25pct,is_isolated_ibadah_banjir_bandang_25pct,is_isolated_gor_banjir_bandang_25pct,Jumlah_Grid
0,0.764,0.033,7.002,34.022,15.863,4.227,45.027,4.994,0.0,0.006,0.0,0.0,0.0,6359
1,0.542,0.067,48.386,103.636,72.047,42.95,100.872,4.52,0.081,0.128,0.097,0.076,0.098,4189
2,0.729,0.047,10.557,41.046,22.337,8.617,44.693,4.994,0.0,0.005,0.0,0.0,0.0,6804
3,1.053,0.021,4.662,20.529,7.629,4.783,24.06,4.999,0.0,0.001,0.0,0.0,0.0,5321
