_cl,Road_Density_mean,banjir,waktu_tes_pendidikan_banjir_100pct,waktu_tes_kesehatan_banjir_100pct,waktu_tes_pemerintahan_banjir_100pct,waktu_tes_ibadah_banjir_100pct,waktu_tes_gor_banjir_100pct,jumlah_opsi_rute_banjir_100pct,is_isolated_pendidikan_banjir_100pct,is_isolated_kesehatan_banjir_100pct,is_isolated_pemerintahan_banjir_100pct,is_isolated_ibadah_banjir_100pct,is_isolated_gor_banjir_100pct,Jumlah_Grid
0,0.781,0.813,122.34,225.581,152.685,111.808,180.867,3.355,0.283,0.474,0.295,0.258,0.334,22648
1,0.486,0.211,31.273,67.441,45.921,29.735,89.547,4.684,0.053,0.053,0.053,0.053,0.105,19
2,0.667,1.667,338.252,402.263,343.394,335.752,349.727,0.667,0.833,1.0,0.833,0.833,0.833,6
