_cl,Road_Density_mean,banjir_bandang,waktu_tes_pendidikan_banjir_bandang_50pct,waktu_tes_kesehatan_banjir_bandang_50pct,waktu_tes_pemerintahan_banjir_bandang_50pct,waktu_tes_ibadah_banjir_bandang_50pct,waktu_tes_gor_banjir_bandang_50pct,jumlah_opsi_rute_banjir_bandang_50pct,is_isolated_pendidikan_banjir_bandang_50pct,is_isolated_kesehatan_banjir_bandang_50pct,is_isolated_pemerintahan_banjir_bandang_50pct,is_isolated_ibadah_banjir_bandang_50pct,is_isolated_gor_banjir_bandang_50pct,Jumlah_Grid
0,0.764,0.033,8.189,36.678,17.348,5.694,45.038,4.993,0.0,0.007,0.0,0.0,0.0,8521
1,0.584,0.165,306.522,402.263,343.746,257.811,344.624,0.911,0.757,1.0,0.847,0.635,0.851,783
2,0.624,0.058,14.513,51.047,31.477,11.646,61.617,5.0,0.0,0.0,0.0,0.0,0.0,7365
3,1.022,0.013,4.666,22.263,8.221,4.588,26.522,4.998,0.0,0.002,0.0,0.0,0.0,6004
