_cl,Road_Density_mean,banjir_bandang,waktu_tes_pendidikan_banjir_bandang_100pct,waktu_tes_kesehatan_banjir_bandang_100pct,waktu_tes_pemerintahan_banjir_bandang_100pct,waktu_tes_ibadah_banjir_bandang_100pct,waktu_tes_gor_banjir_bandang_100pct,jumlah_opsi_rute_banjir_bandang_100pct,is_isolated_pendidikan_banjir_bandang_100pct,is_isolated_kesehatan_banjir_bandang_100pct,is_isolated_pemerintahan_banjir_bandang_100pct,is_isolated_ibadah_banjir_bandang_100pct,is_isolated_gor_banjir_bandang_100pct,Jumlah_Grid
0,0.764,0.026,8.217,38.288,17.302,5.725,45.207,4.992,0.0,0.008,0.0,0.0,0.0,8484
1,0.585,0.186,327.014,402.263,360.836,295.705,361.85,0.674,0.809,1.0,0.891,0.731,0.895,828
2,0.626,0.068,14.925,53.081,31.386,11.624,61.65,4.997,0.0,0.003,0.0,0.0,0.0,7412
3,1.023,0.007,4.674,22.452,8.112,4.447,26.503,4.998,0.0,0.002,0.0,0.0,0.0,5949
