_cl,Road_Density_mean,banjir,waktu_tes_pendidikan_banjir_50pct,waktu_tes_kesehatan_banjir_50pct,waktu_tes_pemerintahan_banjir_50pct,waktu_tes_ibadah_banjir_50pct,waktu_tes_gor_banjir_50pct,jumlah_opsi_rute_banjir_50pct,is_isolated_pendidikan_banjir_50pct,is_isolated_kesehatan_banjir_50pct,is_isolated_pemerintahan_banjir_50pct,is_isolated_ibadah_banjir_50pct,is_isolated_gor_banjir_50pct,Jumlah_Grid
0,0.578,0.227,12.332,40.085,21.393,10.621,40.372,4.951,0.01,0.01,0.01,0.01,0.01,2768
1,0.761,1.755,150.105,282.542,274.03,262.55,274.124,2.179,0.327,0.624,0.624,0.624,0.624,1270
2,0.812,0.835,65.324,130.068,84.618,53.868,122.468,4.331,0.127,0.127,0.127,0.106,0.182,18635
