_cl,Road_Density_mean,banjir_bandang,waktu_tes_pendidikan_banjir_bandang_0pct,waktu_tes_kesehatan_banjir_bandang_0pct,waktu_tes_pemerintahan_banjir_bandang_0pct,waktu_tes_ibadah_banjir_bandang_0pct,waktu_tes_gor_banjir_bandang_0pct,jumlah_opsi_rute_banjir_bandang_0pct,is_isolated_pendidikan_banjir_bandang_0pct,is_isolated_kesehatan_banjir_bandang_0pct,is_isolated_pemerintahan_banjir_bandang_0pct,is_isolated_ibadah_banjir_bandang_0pct,is_isolated_gor_banjir_bandang_0pct,Jumlah_Grid
0,0.738,0.027,8.224,18.124,15.695,6.802,60.296,4.981,0.004,0.004,0.004,0.004,0.004,4438
1,0.594,0.02,17.817,51.429,36.24,14.916,56.828,4.917,0.012,0.02,0.02,0.012,0.02,7520
2,0.825,0.048,7.939,36.942,15.088,6.038,26.299,4.996,0.001,0.001,0.001,0.001,0.001,7128
3,1.134,0.087,4.706,16.91,6.883,4.542,15.594,5.0,0.0,0.0,0.0,0.0,0.0,3587
